q_id,skillId
K6E4_01,k6_e4_tables
K6E4_02,k6_e4_tables
K6E4_03,k6_e4_tables
K6E4_04,k6_e4_tables
K6E4_05,k6_e4_tables
K6E4_06,k6_e4_tables
K6E4_07,k6_e4_tables
K6E4_08,k6_e4_tables
K6E4_09,k6_e4_tables
K6E4_10,k6_e4_tables
K6E4_11,k6_e4_tables
K6E4_12,k6_e4_tables
K6E5_01,k6_e5_practice_overall
K6E5_02,k6_e5_practice_overall
K6E5_03,k6_e5_practice_overall
K6E5_04,k6_e5_practice_overall
K6E5_05,k6_e5_practice_overall
K6E5_06,k6_e5_practice_overall
K6E5_07,k6_e5_practice_overall
K6E5_08,k6_e5_practice_overall
K6E5_09,k6_e5_practice_overall
K6E5_10,k6_e5_practice_overall
K6E5_11,k6_e5_practice_overall
K6E5_12,k6_e5_practice_overall
K6E6_01,k6_e6_mindmap_basic
K6E6_02,k6_e6_mindmap_basic
K6E6_03,k6_e6_mindmap_basic
K6E6_04,k6_e6_mindmap_basic
K6E6_05,k6_e6_mindmap_basic
K6E6_06,k6_e6_mindmap_basic
K6E6_07,k6_e6_mindmap_basic
K6E6_08,k6_e6_mindmap_basic
K6E6_09,k6_e6_mindmap_basic
K6E6_10,k6_e6_mindmap_basic
K6E6_11,k6_e6_mindmap_basic
K6E6_12,k6_e6_mindmap_basic
K6E7_01,k6_e7_mindmap_software
K6E7_02,k6_e7_mindmap_software
K6E7_03,k6_e7_mindmap_software
K6E7_04,k6_e7_mindmap_software
K6E7_05,k6_e7_mindmap_software
K6E7_06,k6_e7_mindmap_software
K6E7_07,k6_e7_mindmap_software
K6E7_08,k6_e7_mindmap_software
K6E7_09,k6_e7_mindmap_software
K6E7_10,k6_e7_mindmap_software
K6E7_11,k6_e7_mindmap_software
K6E7_12,k6_e7_mindmap_software
K6E8_01,k6_e8_project
K6E8_02,k6_e8_project
K6E8_03,k6_e8_project
K6E8_04,k6_e8_project
K6E8_05,k6_e8_project
K6E8_06,k6_e8_project
K6E8_07,k6_e8_project
K6E8_08,k6_e8_project
K6E8_09,k6_e8_project
K6E8_10,k6_e8_project
K6E8_11,k6_e8_project
K6E8_12,k6_e8_project
K6F1_01,k6_f1_khai_niem_thuat_toan
K6F1_02,k6_f1_khai_niem_thuat_toan
K6F1_03,k6_f1_khai_niem_thuat_toan
K6F1_04,k6_f1_khai_niem_thuat_toan
K6F1_05,k6_f1_khai_niem_thuat_toan
K6F1_06,k6_f1_khai_niem_thuat_toan
K6F1_07,k6_f1_khai_niem_thuat_toan
K6F1_08,k6_f1_khai_niem_thuat_toan
K6F1_09,k6_f1_khai_niem_thuat_toan
K6F1_10,k6_f1_khai_niem_thuat_toan
K6F1_11,k6_f1_khai_niem_thuat_toan
K6F1_12,k6_f1_khai_niem_thuat_toan
K6F2_01,k6_f2_mo_ta_tuan_tu
K6F2_02,k6_f2_mo_ta_tuan_tu
K6F2_03,k6_f2_mo_ta_tuan_tu
K6F2_04,k6_f2_mo_ta_tuan_tu
K6F2_05,k6_f2_mo_ta_tuan_tu
K6F2_06,k6_f2_mo_ta_tuan_tu
K6F2_07,k6_f2_mo_ta_tuan_tu
K6F2_08,k6_f2_mo_ta_tuan_tu
K6F2_09,k6_f2_mo_ta_tuan_tu
K6F2_10,k6_f2_mo_ta_tuan_tu
K6F2_11,k6_f2_mo_ta_tuan_tu
K6F2_12,k6_f2_mo_ta_tuan_tu
K6F3_01,k6_f3_re_nhanh
K6F3_02,k6_f3_re_nhanh
K6F3_03,k6_f3_re_nhanh
K6F3_04,k6_f3_re_nhanh
K6F3_05,k6_f3_re_nhanh
K6F3_06,k6_f3_re_nhanh
K6F3_07,k6_f3_re_nhanh
K6F3_08,k6_f3_re_nhanh
K6F3_09,k6_f3_re_nhanh
K6F3_10,k6_f3_re_nhanh
K6F3_11,k6_f3_re_nhanh
K6F3_12,k6_f3_re_nhanh
K6F4_01,k6_f4_lap
K6F4_02,k6_f4_lap
K6F4_03,k6_f4_lap
K6F4_04,k6_f4_lap
K6F4_05,k6_f4_lap
K6F4_06,k6_f4_lap
K6F4_07,k6_f4_lap
K6F4_08,k6_f4_lap
K6F4_09,k6_f4_lap
K6F4_10,k6_f4_lap
K6F4_11,k6_f4_lap
K6F4_12,k6_f4_lap
K6F5_01,k6_f5_thuc_hanh_mo_ta
K6F5_02,k6_f5_thuc_hanh_mo_ta
K6F5_03,k6_f5_thuc_hanh_mo_ta
K6F5_04,k6_f5_thuc_hanh_mo_ta
K6F5_05,k6_f5_thuc_hanh_mo_ta
K6F5_06,k6_f5_thuc_hanh_mo_ta
K6F5_07,k6_f5_thuc_hanh_mo_ta
K6F5_08,k6_f5_thuc_hanh_mo_ta
K6F5_09,k6_f5_thuc_hanh_mo_ta
K6F5_10,k6_f5_thuc_hanh_mo_ta
K6F5_11,k6_f5_thuc_hanh_mo_ta
K6F5_12,k6_f5_thuc_hanh_mo_ta
K7A1_01,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_02,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_03,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_04,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_05,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_06,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_07,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_08,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_09,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_10,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_11,A1_Thiet_bi_Vao_Ra_co_ban
K7A1_12,A1_Thiet_bi_Vao_Ra_co_ban
K7A2_01,A2_Khai_niem_Vao_Ra
K7A2_02,A2_Khai_niem_Vao_Ra
K7A2_03,A2_Khai_niem_Vao_Ra
K7A2_04,A2_Khai_niem_Vao_Ra
K7A2_05,A2_Khai_niem_Vao_Ra
K7A2_06,A2_Khai_niem_Vao_Ra
K7A2_07,A2_Khai_niem_Vao_Ra
K7A2_08,A2_Khai_niem_Vao_Ra
K7A2_09,A2_Khai_niem_Vao_Ra
K7A2_10,A2_Khai_niem_Vao_Ra
K7A2_11,A2_Khai_niem_Vao_Ra
K7A2_12,A2_Khai_niem_Vao_Ra
K7B1_01,B1_Gioi_thieu_mang_xa_hoi
K7B1_02,B1_Gioi_thieu_mang_xa_hoi
K7B1_03,B1_Gioi_thieu_mang_xa_hoi
K7B1_04,B1_Gioi_thieu_mang_xa_hoi
K7B1_05,B1_Gioi_thieu_mang_xa_hoi
K7B1_06,B1_Gioi_thieu_mang_xa_hoi
K7B1_07,B1_Gioi_thieu_mang_xa_hoi
K7B1_08,B1_Gioi_thieu_mang_xa_hoi
K7B1_09,B1_Gioi_thieu_mang_xa_hoi
K7B1_10,B1_Gioi_thieu_mang_xa_hoi
K7B1_11,B1_Gioi_thieu_mang_xa_hoi
K7B1_12,B1_Gioi_thieu_mang_xa_hoi
K7B2_01,B2_Thuc_hanh_mxh
K7B2_02,B2_Thuc_hanh_mxh
K7B2_03,B2_Thuc_hanh_mxh
K7B2_04,B2_Thuc_hanh_mxh
K7B2_05,B2_Thuc_hanh_mxh
K7B2_06,B2_Thuc_hanh_mxh
K7B2_07,B2_Thuc_hanh_mxh
K7B2_08,B2_Thuc_hanh_mxh
K7B2_09,B2_Thuc_hanh_mxh
K7B2_10,B2_Thuc_hanh_mxh
K7B2_11,B2_Thuc_hanh_mxh
K7B2_12,B2_Thuc_hanh_mxh
K7B3_01,B3_Trao_doi_thong_tin_mxh
K7B3_02,B3_Trao_doi_thong_tin_mxh
K7B3_03,B3_Trao_doi_thong_tin_mxh
K7B3_04,B3_Trao_doi_thong_tin_mxh
K7B3_05,B3_Trao_doi_thong_tin_mxh
K7B3_06,B3_Trao_doi_thong_tin_mxh
K7B3_07,B3_Trao_doi_thong_tin_mxh
K7B3_08,B3_Trao_doi_thong_tin_mxh
K7B3_09,B3_Trao_doi_thong_tin_mxh
K7B3_10,B3_Trao_doi_thong_tin_mxh
K7B3_11,B3_Trao_doi_thong_tin_mxh
K7B3_12,B3_Trao_doi_thong_tin_mxh
K7D1_01,D1_Ung_xu_van_hoa_mang
K7D1_02,D1_Ung_xu_van_hoa_mang
K7D1_03,D1_Ung_xu_van_hoa_mang
K7D1_04,D1_Ung_xu_van_hoa_mang
K7D1_05,D1_Ung_xu_van_hoa_mang
K7D1_06,D1_Ung_xu_van_hoa_mang
K7D1_07,D1_Ung_xu_van_hoa_mang
K7D1_08,D1_Ung_xu_van_hoa_mang
K7D1_09,D1_Ung_xu_van_hoa_mang
K7D1_10,D1_Ung_xu_van_hoa_mang
K7D1_11,D1_Ung_xu_van_hoa_mang
K7D1_12,D1_Ung_xu_van_hoa_mang
K7D2_01,D2_Tranh_rui_ro_tren_mang
K7D2_02,D2_Tranh_rui_ro_tren_mang
K7D2_03,D2_Tranh_rui_ro_tren_mang
K7D2_04,D2_Tranh_rui_ro_tren_mang
K7D2_05,D2_Tranh_rui_ro_tren_mang
K7D2_06,D2_Tranh_rui_ro_tren_mang
K7D2_07,D2_Tranh_rui_ro_tren_mang
K7D2_08,D2_Tranh_rui_ro_tren_mang
K7D2_09,D2_Tranh_rui_ro_tren_mang
K7D2_10,D2_Tranh_rui_ro_tren_mang
K7D2_11,D2_Tranh_rui_ro_tren_mang
K7D2_12,D2_Tranh_rui_ro_tren_mang
K7E10_01,E10_Dem_va_tinh_theo_dieu_kien
K7E10_02,E10_Dem_va_tinh_theo_dieu_kien
K7E10_03,E10_Dem_va_tinh_theo_dieu_kien
K7E10_04,E10_Dem_va_tinh_theo_dieu_kien
K7E10_05,E10_Dem_va_tinh_theo_dieu_kien
K7E10_06,E10_Dem_va_tinh_theo_dieu_kien
K7E10_07,E10_Dem_va_tinh_theo_dieu_kien
K7E10_08,E10_Dem_va_tinh_theo_dieu_kien
K7E10_09,E10_Dem_va_tinh_theo_dieu_kien
K7E10_10,E10_Dem_va_tinh_theo_dieu_kien
K7E10_11,E10_Dem_va_tinh_theo_dieu_kien
K7E10_12,E10_Dem_va_tinh_theo_dieu_kien
K7E11_01,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_02,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_03,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_04,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_05,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_06,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_07,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_08,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_09,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_10,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_11,E11_Dia_chi_tuong_doi_tuyet_doi
K7E11_12,E11_Dia_chi_tuong_doi_tuyet_doi
K7E12_01,E12_Sap_xep_loc_nang_cao
K7E12_02,E12_Sap_xep_loc_nang_cao
K7E12_03,E12_Sap_xep_loc_nang_cao
K7E12_04,E12_Sap_xep_loc_nang_cao
K7E12_05,E12_Sap_xep_loc_nang_cao
K7E12_06,E12_Sap_xep_loc_nang_cao
K7E12_07,E12_Sap_xep_loc_nang_cao
K7E12_08,E12_Sap_xep_loc_nang_cao
K7E12_09,E12_Sap_xep_loc_nang_cao
K7E12_10,E12_Sap_xep_loc_nang_cao
K7E12_11,E12_Sap_xep_loc_nang_cao
K7E12_12,E12_Sap_xep_loc_nang_cao
K7E13_01,E13_Dinh_dang_co_dieu_kien
K7E13_02,E13_Dinh_dang_co_dieu_kien
K7E13_03,E13_Dinh_dang_co_dieu_kien
K7E13_04,E13_Dinh_dang_co_dieu_kien
K7E13_05,E13_Dinh_dang_co_dieu_kien
K7E13_06,E13_Dinh_dang_co_dieu_kien
K7E13_07,E13_Dinh_dang_co_dieu_kien
K7E13_08,E13_Dinh_dang_co_dieu_kien
K7E13_09,E13_Dinh_dang_co_dieu_kien
K7E13_10,E13_Dinh_dang_co_dieu_kien
K7E13_11,E13_Dinh_dang_co_dieu_kien
K7E13_12,E13_Dinh_dang_co_dieu_kien
K7E14_01,E14_Bao_ve_chia_se
K7E14_02,E14_Bao_ve_chia_se
K7E14_03,E14_Bao_ve_chia_se
K7E14_04,E14_Bao_ve_chia_se
K7E14_05,E14_Bao_ve_chia_se
K7E14_06,E14_Bao_ve_chia_se
K7E14_07,E14_Bao_ve_chia_se
K7E14_08,E14_Bao_ve_chia_se
K7E14_09,E14_Bao_ve_chia_se
K7E14_10,E14_Bao_ve_chia_se
K7E14_11,E14_Bao_ve_chia_se
K7E14_12,E14_Bao_ve_chia_se
K7E15_01,E15_Thuc_hanh_tong_hop
K7E15_02,E15_Thuc_hanh_tong_hop
K7E15_03,E15_Thuc_hanh_tong_hop
K7E15_04,E15_Thuc_hanh_tong_hop
K7E15_05,E15_Thuc_hanh_tong_hop
K7E15_06,E15_Thuc_hanh_tong_hop
K7E15_07,E15_Thuc_hanh_tong_hop
K7E15_08,E15_Thuc_hanh_tong_hop
K7E15_09,E15_Thuc_hanh_tong_hop
K7E15_10,E15_Thuc_hanh_tong_hop
K7E15_11,E15_Thuc_hanh_tong_hop
K7E15_12,E15_Thuc_hanh_tong_hop
K7E1_01,E1_Lam_quen_bang_tinh
K7E1_02,E1_Lam_quen_bang_tinh
K7E1_03,E1_Lam_quen_bang_tinh
K7E1_04,E1_Lam_quen_bang_tinh
K7E1_05,E1_Lam_quen_bang_tinh
K7E1_06,E1_Lam_quen_bang_tinh
K7E1_07,E1_Lam_quen_bang_tinh
K7E1_08,E1_Lam_quen_bang_tinh
K7E1_09,E1_Lam_quen_bang_tinh
K7E1_10,E1_Lam_quen_bang_tinh
K7E1_11,E1_Lam_quen_bang_tinh
K7E1_12,E1_Lam_quen_bang_tinh
K7E2_01,E2_Trang_tinh_va_thanh_phan
K7E2_02,E2_Trang_tinh_va_thanh_phan
K7E2_03,E2_Trang_tinh_va_thanh_phan
K7E2_04,E2_Trang_tinh_va_thanh_phan
K7E2_05,E2_Trang_tinh_va_thanh_phan
K7E2_06,E2_Trang_tinh_va_thanh_phan
K7E2_07,E2_Trang_tinh_va_thanh_phan
K7E2_08,E2_Trang_tinh_va_thanh_phan
K7E2_09,E2_Trang_tinh_va_thanh_phan
K7E2_10,E2_Trang_tinh_va_thanh_phan
K7E2_11,E2_Trang_tinh_va_thanh_phan
K7E2_12,E2_Trang_tinh_va_thanh_phan
K7E3_01,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_02,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_03,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_04,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_05,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_06,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_07,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_08,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_09,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_10,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_11,E3_Hop_ten_khoi_o_va_sao_chep
K7E3_12,E3_Hop_ten_khoi_o_va_sao_chep
K7E4_01,E4_Dinh_dang_bang_tinh
K7E4_02,E4_Dinh_dang_bang_tinh
K7E4_03,E4_Dinh_dang_bang_tinh
K7E4_04,E4_Dinh_dang_bang_tinh
K7E4_05,E4_Dinh_dang_bang_tinh
K7E4_06,E4_Dinh_dang_bang_tinh
K7E4_07,E4_Dinh_dang_bang_tinh
K7E4_08,E4_Dinh_dang_bang_tinh
K7E4_09,E4_Dinh_dang_bang_tinh
K7E4_10,E4_Dinh_dang_bang_tinh
K7E4_11,E4_Dinh_dang_bang_tinh
K7E4_12,E4_Dinh_dang_bang_tinh
K7E5_01,E5_Cong_thuc_va_ham
K7E5_02,E5_Cong_thuc_va_ham
K7E5_03,E5_Cong_thuc_va_ham
K7E5_04,E5_Cong_thuc_va_ham
K7E5_05,E5_Cong_thuc_va_ham
K7E5_06,E5_Cong_thuc_va_ham
K7E5_07,E5_Cong_thuc_va_ham
K7E5_08,E5_Cong_thuc_va_ham
